id,gender,age,type,purpose
13654,Female,24,Returning,Business
13655,Female,39,Returning,Business
13656,Male,39,Returning,Personal
13657,Male,23,First-time,Business
13658,Male,43,Returning,Business
13659,Male,33,Returning,Business
13660,Male,24,Returning,Business
13661,Female,52,Returning,Business
13662,Female,54,Returning,Business
13663,Female,28,Returning,Business
13664,Female,42,Returning,Business
13665,Male,48,Returning,Business
13666,Female,38,First-time,Business
13667,Female,20,First-time,Business
13668,Male,36,Returning,Business
13669,Male,36,Returning,Business
13670,Male,21,First-time,Business
13671,Female,67,Returning,Personal
13672,Female,47,Returning,Personal
13673,Female,10,Returning,Personal
13674,Male,33,First-time,Personal
13675,Male,7,Returning,Personal
13676,Male,40,Returning,Personal
13677,Male,60,Returning,Personal
13678,Female,58,Returning,Business
13679,Male,24,First-time,Business
13680,Male,36,Returning,Business
13681,Male,52,Returning,Business
13682,Female,25,First-time,Business
13683,Male,48,Returning,Personal
13684,Female,28,Returning,Personal
13685,Male,33,Returning,Personal
13686,Male,44,Returning,Business
13687,Female,62,Returning,Business
13688,Female,24,Returning,Business
13689,Female,43,Returning,Business
13690,Male,45,Returning,Business
13691,Male,23,Returning,Business
13692,Female,27,Returning,Business
13693,Male,59,Returning,Business
13694,Male,27,Returning,Business
13695,Female,33,Returning,Business
13696,Female,37,First-time,Business
13697,Male,68,Returning,Personal
13698,Female,9,Returning,Personal
13699,Female,12,Returning,Personal
13700,Male,69,Returning,Personal
13701,Female,68,Returning,Personal
13702,Female,61,Returning,Personal
13703,Female,36,Returning,Personal
13704,Male,21,Returning,Personal
13705,Male,64,Returning,Personal
13706,Male,40,Returning,Business
13707,Female,63,Returning,Personal
13708,Male,48,Returning,Business
13709,Male,54,Returning,Business
13710,Female,41,Returning,Business
13711,Female,39,Returning,Business
13712,Male,35,Returning,Personal
13713,Male,39,First-time,Business
13714,Female,41,Returning,Business
13715,Male,40,Returning,Business
13716,Male,58,Returning,Business
13717,Female,29,First-time,Business
13718,Female,41,Returning,Business
13719,Male,55,Returning,Business
13720,Male,46,Returning,Business
13721,Female,45,Returning,Business
13722,Male,38,First-time,Business
13723,Male,26,First-time,Business
13724,Male,35,Returning,Business
13725,Male,42,First-time,Business
13726,Female,46,Returning,Business
13727,Female,43,Returning,Business
13728,Female,34,First-time,Business
13729,Female,44,Returning,Business
13730,Male,55,Returning,Business
13731,Female,66,First-time,Business
13732,Female,33,Returning,Business
13733,Female,24,First-time,Business
13734,Male,53,Returning,Business
13735,Female,25,First-time,Business
13736,Male,57,Returning,Business
13737,Female,57,Returning,Business
13738,Female,51,Returning,Business
13739,Male,35,Returning,Business
13740,Female,37,First-time,Business
13741,Male,27,First-time,Business
13742,Female,25,First-time,Business
13743,Male,52,Returning,Business
13744,Female,30,First-time,Business
13745,Male,25,First-time,Business
13746,Male,44,First-time,Business
13747,Male,34,First-time,Business
13748,Male,48,Returning,Personal
13749,Male,62,Returning,Personal
13750,Female,26,Returning,Personal
13751,Female,24,Returning,Personal
13752,Female,66,Returning,Personal
13753,Male,46,Returning,Personal
13754,Male,13,Returning,Personal
13755,Female,24,Returning,Personal
13756,Male,32,Returning,Personal
13757,Female,20,Returning,Personal
13758,Male,23,Returning,Personal
13759,Female,60,Returning,Personal
13760,Male,18,Returning,Personal
13761,Female,61,Returning,Business
13762,Female,51,Returning,Business
13763,Female,30,First-time,Business
13764,Male,19,Returning,Business
13765,Female,33,Returning,Business
13766,Female,36,First-time,Business
13767,Female,70,Returning,Personal
13768,Female,52,Returning,Business
13769,Female,28,Returning,Personal
13770,Male,35,Returning,Business
13771,Male,29,Returning,Business
13772,Male,22,Returning,Business
13773,Female,47,Returning,Business
13774,Male,33,Returning,Business
13775,Female,20,First-time,Business
13776,Male,27,First-time,Business
13777,Female,22,First-time,Business
13778,Female,47,Returning,Business
13779,Male,9,First-time,Business
13780,Male,39,Returning,Business
13781,Female,44,Returning,Business
13782,Female,38,Returning,Business
13783,Female,36,Returning,Business
13784,Female,63,Returning,Business
13785,Female,32,Returning,Personal
13786,Female,63,Returning,Personal
13787,Male,52,Returning,Personal
13788,Female,44,Returning,Personal
13789,Male,60,Returning,Personal
13790,Male,54,Returning,Personal
13791,Female,28,First-time,Business
13792,Female,42,First-time,Business
13793,Female,18,Returning,Business
13794,Female,25,Returning,Business
13795,Female,62,First-time,Business
13796,Male,78,First-time,Business
13797,Male,39,Returning,Business
13798,Female,36,Returning,Business
13799,Female,24,Returning,Personal
13800,Male,11,Returning,Personal
13801,Female,30,Returning,Personal
13802,Male,66,Returning,Personal
13803,Male,38,Returning,Business
13804,Male,52,Returning,Business
13805,Female,49,Returning,Business
13806,Male,23,Returning,Business
13807,Female,32,Returning,Business
13808,Female,33,Returning,Business
13809,Female,25,First-time,Business
13810,Male,41,Returning,Business
13811,Female,29,Returning,Business
13812,Male,24,First-time,Business
13813,Female,26,Returning,Personal
13814,Female,27,Returning,Business
13815,Male,23,First-time,Business
13816,Male,51,Returning,Business
13817,Male,55,Returning,Business
13818,Female,24,Returning,Business
13819,Male,28,Returning,Business
13820,Male,23,First-time,Business
13821,Female,56,Returning,Business
13822,Female,17,Returning,Business
13823,Male,41,Returning,Business
13824,Male,26,First-time,Business
13825,Female,23,Returning,Business
13826,Male,42,Returning,Business
13827,Male,44,Returning,Business
13828,Female,49,Returning,Business
13829,Male,39,Returning,Business
13830,Female,36,First-time,Business
13831,Female,43,Returning,Business
13832,Male,10,First-time,Business
13833,Male,28,Returning,Business
13834,Male,49,Returning,Business
13835,Male,60,Returning,Business
13836,Male,21,Returning,Business
13837,Male,55,Returning,Business
13838,Male,17,Returning,Personal
13839,Female,31,Returning,Personal
13840,Female,50,Returning,Personal
13841,Female,24,Returning,Personal
13842,Male,55,Returning,Personal
13843,Female,47,Returning,Personal
13844,Female,10,Returning,Personal
13845,Male,11,Returning,Personal
13846,Male,11,Returning,Personal
13847,Male,24,Returning,Personal
13848,Male,29,Returning,Business
13849,Male,68,Returning,Business
13850,Male,65,Returning,Personal
13851,Male,26,First-time,Business
13852,Male,22,Returning,Business
13853,Male,29,First-time,Business
13854,Female,31,Returning,Personal
13855,Female,51,Returning,Business
13856,Female,18,Returning,Personal
13857,Female,30,Returning,Business
13858,Male,40,First-time,Business
13859,Male,34,First-time,Business
13860,Female,30,Returning,Personal
13861,Female,22,Returning,Business
13862,Female,39,First-time,Business
13863,Female,29,First-time,Business
13864,Female,54,Returning,Business
13865,Female,51,Returning,Business
13866,Male,29,Returning,Business
13867,Female,45,First-time,Business
13868,Male,41,Returning,Business
13869,Male,53,Returning,Business
13870,Male,29,Returning,Business
13871,Female,54,Returning,Business
13872,Male,32,Returning,Business
13873,Female,27,First-time,Business
13874,Female,38,First-time,Business
13875,Female,32,Returning,Business
13876,Male,12,Returning,Business
13877,Male,56,Returning,Business
13878,Male,23,First-time,Business
13879,Female,30,Returning,Business
13880,Female,24,First-time,Business
13881,Male,60,Returning,Business
13882,Female,40,Returning,Business
13883,Male,37,Returning,Business
13884,Male,49,Returning,Business
13885,Female,57,Returning,Personal
13886,Female,17,Returning,Personal
13887,Male,51,Returning,Personal
13888,Female,62,Returning,Personal
13889,Female,7,Returning,Personal
13890,Male,59,Returning,Personal
13891,Male,32,Returning,Business
13892,Female,26,Returning,Business
13893,Male,29,Returning,Business
13894,Female,55,Returning,Personal
13895,Male,20,Returning,Business
13896,Male,41,Returning,Business
13897,Female,51,Returning,Business
13898,Male,58,Returning,Business
13899,Female,21,First-time,Business
13900,Female,50,Returning,Business
13901,Male,46,Returning,Business
13902,Female,57,First-time,Business
13903,Male,54,Returning,Business
13904,Female,44,Returning,Business
13905,Female,47,Returning,Business
13906,Female,37,Returning,Business
13907,Female,44,First-time,Business
13908,Male,36,Returning,Business
13909,Male,38,Returning,Business
13910,Male,61,Returning,Business
13911,Female,27,First-time,Business
13912,Female,30,Returning,Business
13913,Female,39,Returning,Business
13914,Male,33,Returning,Business
13915,Female,48,Returning,Business
13916,Male,34,Returning,Business
13917,Male,38,Returning,Business
13918,Male,60,Returning,Business
13919,Female,38,Returning,Business
13920,Female,54,First-time,Business
13921,Male,32,First-time,Business
13922,Female,53,Returning,Business
13923,Female,43,Returning,Business
13924,Male,24,First-time,Business
13925,Male,43,Returning,Business
13926,Female,53,Returning,Business
13927,Male,66,Returning,Business
13928,Male,37,Returning,Business
13929,Male,26,First-time,Business
13930,Female,54,Returning,Business
13931,Male,20,First-time,Business
13932,Male,24,First-time,Business
13933,Female,57,Returning,Business
13934,Male,50,Returning,Business
13935,Male,26,First-time,Business
13936,Female,47,Returning,Business
13937,Female,53,Returning,Business
13938,Female,47,Returning,Business
13939,Male,53,Returning,Business
13940,Female,21,Returning,Business
13941,Male,32,Returning,Business
13942,Female,23,Returning,Business
13943,Male,17,Returning,Business
13944,Female,27,First-time,Business
13945,Female,42,Returning,Business
13946,Male,41,Returning,Business
13947,Male,61,Returning,Business
13948,Female,71,Returning,Business
13949,Female,40,Returning,Personal
13950,Female,44,Returning,Personal
13951,Male,15,Returning,Personal
13952,Male,15,Returning,Personal
13953,Female,13,Returning,Personal
13954,Male,54,Returning,Personal
13955,Female,41,Returning,Personal
13956,Male,41,Returning,Personal
13957,Male,33,Returning,Personal
13958,Male,61,Returning,Personal
13959,Male,15,Returning,Personal
13960,Male,41,Returning,Personal
13961,Female,67,Returning,Personal
13962,Female,9,Returning,Personal
13963,Female,40,Returning,Personal
13964,Male,34,Returning,Personal
13965,Male,46,Returning,Personal
13966,Male,29,Returning,Personal
13967,Male,41,Returning,Personal
13968,Male,60,Returning,Personal
13969,Female,33,Returning,Personal
13970,Male,47,Returning,Personal
13971,Female,32,Returning,Personal
13972,Male,64,Returning,Personal
13973,Female,48,Returning,Business
13974,Female,59,First-time,Business
13975,Female,30,Returning,Business
13976,Male,34,Returning,Business
13977,Female,28,Returning,Personal
13978,Female,18,Returning,Personal
13979,Female,69,Returning,Business
13980,Male,33,Returning,Business
13981,Female,48,Returning,Business
13982,Male,24,First-time,Business
13983,Female,56,Returning,Business
13984,Male,43,Returning,Business
13985,Female,47,Returning,Business
13986,Male,57,Returning,Personal
13987,Male,41,Returning,Personal
13988,Male,21,First-time,Business
13989,Female,56,Returning,Business
13990,Male,39,Returning,Personal
13991,Male,37,First-time,Business
13992,Male,37,Returning,Business
13993,Male,60,Returning,Business
13994,Male,40,Returning,Business
13995,Male,51,Returning,Business
13996,Male,60,Returning,Business
13997,Male,30,Returning,Business
13998,Female,39,First-time,Business
13999,Male,46,Returning,Business
14000,Female,16,Returning,Personal
14001,Female,29,Returning,Personal
14002,Female,25,Returning,Personal
14003,Female,11,Returning,Personal
14004,Male,51,Returning,Business
14005,Female,42,Returning,Business
14006,Male,22,First-time,Business
14007,Male,25,Returning,Business
14008,Male,55,Returning,Personal
14009,Female,65,Returning,Personal
14010,Female,48,Returning,Personal
14011,Female,57,Returning,Business
14012,Female,35,Returning,Business
14013,Female,45,Returning,Business
14014,Female,56,Returning,Business
14015,Male,69,Returning,Business
14016,Male,63,Returning,Business
14017,Male,34,Returning,Business
14018,Male,52,Returning,Personal
14019,Female,50,Returning,Personal
14020,Male,49,Returning,Personal
14021,Male,60,Returning,Personal
14022,Male,65,Returning,Personal
14023,Female,27,Returning,Business
14024,Male,26,Returning,Business
14025,Female,39,First-time,Business
14026,Female,45,First-time,Business
14027,Female,13,First-time,Business
14028,Female,41,Returning,Business
14029,Female,42,Returning,Business
14030,Male,8,First-time,Business
14031,Male,27,Returning,Business
14032,Male,44,Returning,Business
14033,Male,54,Returning,Business
14034,Male,62,Returning,Personal
14035,Female,67,Returning,Personal
14036,Female,18,Returning,Personal
14037,Male,51,Returning,Personal
14038,Male,8,Returning,Personal
14039,Male,52,Returning,Personal
14040,Male,31,Returning,Personal
14041,Male,44,Returning,Business
14042,Male,34,First-time,Business
14043,Male,43,First-time,Business
14044,Male,35,Returning,Business
14045,Female,36,Returning,Business
14046,Female,33,Returning,Business
14047,Female,19,Returning,Personal
14048,Female,61,Returning,Personal
14049,Male,35,Returning,Business
14050,Female,21,First-time,Business
14051,Female,32,Returning,Personal
14052,Male,67,Returning,Personal
14053,Female,69,Returning,Personal
14054,Male,28,First-time,Business
14055,Female,24,Returning,Business
14056,Male,42,Returning,Business
14057,Female,39,Returning,Business
14058,Male,45,Returning,Business
14059,Male,31,Returning,Business
14060,Male,42,Returning,Business
14061,Male,60,Returning,Business
14062,Female,53,Returning,Personal
14063,Female,11,Returning,Personal
14064,Male,37,Returning,Personal
14065,Male,23,Returning,Business
14066,Male,33,Returning,Business
14067,Female,30,Returning,Business
14068,Male,57,Returning,Personal
14069,Male,35,First-time,Business
14070,Female,58,Returning,Personal
14071,Female,55,Returning,Business
14072,Male,39,First-time,Business
14073,Male,34,Returning,Business
14074,Female,46,Returning,Business
14075,Male,59,Returning,Business
14076,Female,20,First-time,Business
14077,Female,22,Returning,Business
14078,Female,42,Returning,Business
14079,Male,27,First-time,Business
14080,Female,39,First-time,Business
14081,Male,51,Returning,Business
14082,Female,50,First-time,Business
14083,Female,39,Returning,Business
14084,Male,42,First-time,Business
14085,Female,39,Returning,Business
14086,Male,57,Returning,Business
14087,Female,34,Returning,Business
14088,Male,65,Returning,Business
14089,Female,34,Returning,Business
14090,Female,20,First-time,Business
14091,Male,45,Returning,Business
14092,Male,57,Returning,Business
14093,Male,30,Returning,Business
14094,Female,33,Returning,Business
14095,Female,24,First-time,Business
14096,Female,24,Returning,Business
14097,Male,31,Returning,Personal
14098,Female,45,Returning,Personal
14099,Male,63,Returning,Personal
14100,Female,69,Returning,Personal
14101,Female,54,Returning,Personal
14102,Male,32,Returning,Personal
14103,Female,30,Returning,Personal
14104,Male,60,Returning,Personal
14105,Female,23,Returning,Personal
14106,Male,59,Returning,Personal
14107,Female,65,Returning,Personal
14108,Male,19,Returning,Personal
14109,Male,29,Returning,Personal
14110,Female,43,Returning,Personal
14111,Female,37,Returning,Business
14112,Female,38,Returning,Business
14113,Male,41,Returning,Business
14114,Female,37,First-time,Business
14115,Female,69,Returning,Personal
14116,Male,54,Returning,Business
14117,Female,43,Returning,Business
14118,Female,35,First-time,Business
14119,Male,34,Returning,Business
14120,Female,18,Returning,Personal
14121,Female,70,Returning,Personal
14122,Male,44,Returning,Personal
14123,Male,48,Returning,Personal
14124,Female,41,Returning,Business
14125,Male,45,Returning,Business
14126,Male,38,First-time,Business
14127,Male,46,First-time,Business
14128,Male,40,Returning,Business
14129,Male,39,Returning,Business
14130,Female,19,Returning,Business
14131,Male,46,Returning,Business
14132,Female,28,Returning,Business
14133,Female,34,Returning,Business
14134,Male,58,Returning,Business
14135,Male,43,Returning,Business
14136,Female,31,Returning,Business
14137,Male,19,First-time,Business
14138,Male,47,First-time,Business
14139,Female,13,Returning,Personal
14140,Male,23,Returning,Personal
14141,Female,42,Returning,Personal
14142,Male,61,Returning,Personal
14143,Male,44,Returning,Personal
14144,Female,30,Returning,Personal
14145,Female,61,Returning,Personal
14146,Male,19,Returning,Personal
14147,Female,40,Returning,Personal
14148,Female,14,Returning,Personal
14149,Male,27,Returning,Personal
14150,Male,7,Returning,Personal
14151,Female,57,Returning,Personal
14152,Female,14,Returning,Personal
14153,Female,24,Returning,Business
14154,Female,50,Returning,Business
14155,Male,33,Returning,Business
14156,Male,37,Returning,Business
14157,Female,57,Returning,Business
14158,Female,58,Returning,Business
14159,Female,43,Returning,Business
14160,Male,58,Returning,Business
14161,Male,27,First-time,Business
14162,Female,20,First-time,Business
14163,Female,49,Returning,Personal
14164,Male,18,Returning,Personal
14165,Male,29,Returning,Personal
14166,Female,22,First-time,Business
14167,Female,12,Returning,Business
14168,Female,57,Returning,Business
14169,Female,42,Returning,Business
14170,Male,15,First-time,Business
14171,Male,37,Returning,Business
14172,Male,15,Returning,Business
14173,Female,30,Returning,Business
14174,Female,36,Returning,Business
14175,Female,12,First-time,Business
14176,Male,36,Returning,Business
14177,Female,42,Returning,Business
14178,Male,23,First-time,Business
14179,Male,30,Returning,Business
14180,Female,50,Returning,Business
14181,Female,58,Returning,Business
14182,Female,40,Returning,Business
14183,Female,45,Returning,Business
14184,Male,35,Returning,Business
14185,Female,17,First-time,Business
14186,Female,33,Returning,Business
14187,Male,24,Returning,Business
14188,Female,23,First-time,Business
14189,Female,42,Returning,Business
14190,Female,59,Returning,Business
14191,Male,12,First-time,Business
14192,Male,55,Returning,Business
14193,Male,28,First-time,Business
14194,Male,38,First-time,Business
14195,Female,45,First-time,Business
14196,Male,22,First-time,Business
14197,Male,22,Returning,Business
14198,Female,24,First-time,Business
14199,Male,18,Returning,Business
14200,Female,23,Returning,Business
14201,Male,27,Returning,Business
14202,Male,30,Returning,Business
14203,Female,7,First-time,Business
14204,Female,26,Returning,Business
14205,Female,48,Returning,Business
14206,Male,41,Returning,Business
14207,Female,49,Returning,Business
14208,Female,29,First-time,Business
14209,Female,16,First-time,Business
14210,Female,25,Returning,Business
14211,Male,63,Returning,Personal
14212,Female,61,Returning,Personal
14213,Female,69,Returning,Personal
14214,Female,54,Returning,Personal
14215,Male,68,Returning,Personal
14216,Male,8,Returning,Personal
14217,Female,21,Returning,Personal
14218,Male,66,Returning,Personal
14219,Female,25,Returning,Personal
14220,Male,16,Returning,Personal
14221,Female,16,Returning,Personal
14222,Male,27,Returning,Personal
14223,Male,29,Returning,Personal
14224,Male,49,Returning,Personal
14225,Female,16,Returning,Personal
14226,Male,18,Returning,Personal
14227,Male,38,Returning,Business
14228,Male,25,Returning,Business
14229,Female,31,Returning,Business
14230,Female,50,Returning,Business
14231,Male,23,Returning,Business
14232,Male,70,Returning,Personal
14233,Male,32,Returning,Business
14234,Male,21,First-time,Business
14235,Female,43,Returning,Business
14236,Female,48,Returning,Business
14237,Male,76,Returning,Business
14238,Male,19,First-time,Business
14239,Male,29,Returning,Business
14240,Male,28,First-time,Business
14241,Female,67,Returning,Business
14242,Female,22,Returning,Business
14243,Male,43,Returning,Business
14244,Female,34,Returning,Business
14245,Male,31,Returning,Personal
14246,Male,41,Returning,Personal
14247,Male,14,Returning,Personal
14248,Male,47,Returning,Personal
14249,Male,60,Returning,Personal
14250,Female,16,Returning,Business
14251,Female,33,Returning,Business
14252,Male,52,Returning,Business
14253,Male,40,Returning,Business
14254,Female,34,First-time,Business
14255,Female,33,First-time,Business
14256,Female,47,Returning,Business
14257,Male,33,First-time,Business
14258,Male,55,Returning,Business
14259,Male,16,Returning,Personal
14260,Female,34,Returning,Personal
14261,Female,34,First-time,Business
14262,Male,36,Returning,Business
14263,Male,72,Returning,Business
14264,Male,47,Returning,Business
14265,Male,35,Returning,Business
14266,Male,20,First-time,Business
14267,Female,69,Returning,Business
14268,Female,44,Returning,Business
14269,Male,42,Returning,Business
14270,Female,28,Returning,Business
14271,Female,44,Returning,Business
14272,Male,28,Returning,Business
14273,Female,46,Returning,Business
14274,Male,59,Returning,Business
14275,Male,47,Returning,Business
14276,Male,43,Returning,Business
14277,Male,40,First-time,Business
14278,Male,36,Returning,Business
14279,Male,58,Returning,Business
14280,Female,24,Returning,Business
14281,Female,53,Returning,Business
14282,Female,45,Returning,Business
14283,Male,39,Returning,Business
14284,Male,33,Returning,Business
14285,Female,53,Returning,Business
14286,Female,40,Returning,Business
14287,Female,48,Returning,Business
14288,Female,44,Returning,Business
14289,Male,23,First-time,Business
14290,Female,48,Returning,Business
14291,Female,19,Returning,Business
14292,Female,35,Returning,Business
14293,Male,42,First-time,Business
14294,Male,44,Returning,Business
14295,Female,56,Returning,Business
14296,Female,26,First-time,Business
14297,Female,34,First-time,Business
14298,Male,41,Returning,Business
14299,Female,42,Returning,Business
14300,Male,20,First-time,Business
14301,Male,35,Returning,Business
14302,Male,46,Returning,Business
14303,Male,33,Returning,Business
14304,Male,39,Returning,Business
14305,Female,45,Returning,Business
14306,Female,34,Returning,Business
14307,Male,43,Returning,Business
14308,Male,23,Returning,Business
14309,Male,51,Returning,Business
14310,Male,43,Returning,Business
14311,Female,25,First-time,Business
14312,Male,59,Returning,Business
14313,Male,17,Returning,Business
14314,Male,73,Returning,Business
14315,Female,55,Returning,Business
14316,Female,29,First-time,Business
14317,Female,21,Returning,Business
14318,Female,35,Returning,Business
14319,Female,63,Returning,Business
14320,Female,26,First-time,Business
14321,Male,17,First-time,Business
14322,Male,50,Returning,Business
14323,Female,27,First-time,Business
14324,Female,59,Returning,Personal
14325,Female,14,Returning,Personal
14326,Male,30,Returning,Personal
14327,Female,64,Returning,Personal
14328,Female,27,Returning,Personal
14329,Male,20,Returning,Personal
14330,Female,64,Returning,Personal
14331,Male,50,Returning,Personal
14332,Female,15,Returning,Personal
14333,Female,14,Returning,Personal
14334,Female,25,Returning,Personal
14335,Female,44,Returning,Personal
14336,Male,35,Returning,Personal
14337,Female,50,Returning,Personal
14338,Female,26,Returning,Personal
14339,Male,40,Returning,Personal
14340,Male,14,Returning,Personal
14341,Female,25,Returning,Personal
14342,Male,11,Returning,Personal
14343,Male,27,Returning,Personal
14344,Female,11,Returning,Personal
14345,Female,31,Returning,Personal
14346,Male,9,Returning,Personal
14347,Female,29,Returning,Personal
14348,Female,39,Returning,Personal
14349,Male,36,Returning,Personal
14350,Male,53,Returning,Personal
14351,Male,20,Returning,Personal
14352,Male,16,Returning,Personal
14353,Female,53,Returning,Business
14354,Female,23,First-time,Business
14355,Male,68,Returning,Business
14356,Male,26,First-time,Business
14357,Female,23,First-time,Business
14358,Female,39,Returning,Business
14359,Male,40,Returning,Personal
14360,Female,8,Returning,Personal
14361,Male,33,Returning,Personal
14362,Female,25,Returning,Personal
14363,Female,80,Returning,Business
14364,Female,40,Returning,Business
14365,Female,62,Returning,Personal
14366,Male,65,Returning,Personal
14367,Female,19,Returning,Personal
14368,Female,24,Returning,Business
14369,Male,31,First-time,Business
14370,Female,24,Returning,Business
14371,Male,24,Returning,Business
14372,Female,32,Returning,Business
14373,Male,23,Returning,Personal
14374,Female,50,Returning,Personal
14375,Male,39,Returning,Business
14376,Female,68,Returning,Personal
14377,Female,52,Returning,Business
14378,Female,52,Returning,Business
14379,Male,58,Returning,Business
14380,Male,29,First-time,Business
14381,Male,28,Returning,Business
14382,Female,41,Returning,Business
14383,Female,51,Returning,Business
14384,Male,17,Returning,Business
14385,Male,28,Returning,Business
14386,Male,30,Returning,Business
14387,Male,44,Returning,Business
14388,Female,40,Returning,Business
14389,Female,46,Returning,Business
14390,Male,36,First-time,Business
14391,Female,22,First-time,Business
14392,Male,39,Returning,Business
14393,Female,40,Returning,Business
14394,Male,37,First-time,Business
14395,Female,18,First-time,Business
14396,Male,60,Returning,Personal
14397,Male,44,Returning,Personal
14398,Male,29,Returning,Personal
14399,Male,29,Returning,Personal
14400,Male,9,Returning,Personal
14401,Male,63,Returning,Personal
14402,Female,10,Returning,Personal
14403,Male,39,Returning,Personal
14404,Male,42,Returning,Business
14405,Female,56,Returning,Business
14406,Male,54,Returning,Business
14407,Male,43,Returning,Business
14408,Female,8,Returning,Personal
14409,Male,30,First-time,Business
14410,Female,31,Returning,Business
14411,Male,29,Returning,Business
14412,Male,17,First-time,Business
14413,Male,47,Returning,Business
14414,Male,35,Returning,Business
14415,Female,42,Returning,Business
14416,Male,36,Returning,Business
14417,Female,34,Returning,Business
14418,Male,52,Returning,Business
14419,Male,21,First-time,Business
14420,Female,23,Returning,Personal
14421,Female,12,Returning,Personal
14422,Male,65,Returning,Personal
14423,Female,8,Returning,Personal
14424,Male,22,Returning,Personal
14425,Male,48,Returning,Business
14426,Male,59,Returning,Business
14427,Male,35,Returning,Business
14428,Male,18,Returning,Business
14429,Male,48,Returning,Personal
14430,Male,35,Returning,Business
14431,Female,29,Returning,Personal
14432,Female,11,Returning,Personal
14433,Female,41,Returning,Business
14434,Male,40,Returning,Business
14435,Male,32,Returning,Business
14436,Female,32,First-time,Business
14437,Female,33,First-time,Business
14438,Male,24,First-time,Business
14439,Female,57,Returning,Business
14440,Female,22,Returning,Business
14441,Male,27,Returning,Business
14442,Female,26,First-time,Business
14443,Male,25,First-time,Business
14444,Female,40,Returning,Business
14445,Male,46,Returning,Business
14446,Male,40,First-time,Business
14447,Female,48,Returning,Business
14448,Female,44,First-time,Business
14449,Female,22,Returning,Business
14450,Male,28,Returning,Business
14451,Male,8,Returning,Business
14452,Female,29,First-time,Business
14453,Female,54,Returning,Business
14454,Female,64,Returning,Business
14455,Female,40,First-time,Business
14456,Male,46,Returning,Business
14457,Male,57,Returning,Business
14458,Female,15,First-time,Business
14459,Male,51,Returning,Business
14460,Female,66,Returning,Business
14461,Female,56,Returning,Business
14462,Male,32,Returning,Personal
14463,Male,11,Returning,Personal
14464,Female,49,Returning,Personal
14465,Male,44,Returning,Personal
14466,Female,18,Returning,Personal
14467,Male,35,Returning,Personal
14468,Male,17,Returning,Personal
14469,Female,69,Returning,Personal
14470,Female,7,Returning,Personal
14471,Male,63,Returning,Personal
14472,Male,41,Returning,Personal
14473,Female,26,First-time,Business
14474,Male,32,First-time,Business
14475,Male,13,First-time,Business
14476,Male,8,Returning,Business
14477,Female,59,Returning,Business
14478,Male,22,Returning,Business
14479,Female,38,Returning,Business
14480,Female,37,First-time,Business
14481,Female,22,First-time,Business
14482,Female,25,Returning,Business
14483,Female,35,Returning,Business
14484,Male,32,Returning,Business
14485,Male,11,Returning,Personal
14486,Female,34,Returning,Personal
14487,Female,27,Returning,Personal
14488,Male,68,Returning,Personal
14489,Female,33,Returning,Personal
14490,Male,63,Returning,Personal
14491,Male,49,Returning,Personal
14492,Female,50,Returning,Business
14493,Male,46,Returning,Business
14494,Female,11,Returning,Personal
14495,Male,26,Returning,Personal
14496,Female,35,First-time,Business
14497,Male,55,Returning,Business
14498,Male,47,Returning,Business
14499,Male,28,Returning,Business
14500,Male,25,First-time,Business
14501,Male,59,Returning,Business
14502,Male,30,Returning,Business
14503,Male,27,First-time,Business
14504,Female,61,Returning,Business
14505,Female,23,First-time,Business
14506,Female,56,Returning,Business
14507,Male,27,First-time,Business
14508,Male,71,Returning,Business
14509,Female,36,Returning,Personal
14510,Male,60,Returning,Personal
14511,Male,36,Returning,Personal
14512,Male,7,Returning,Personal
14513,Male,28,First-time,Business
14514,Female,21,First-time,Business
14515,Female,37,Returning,Business
14516,Female,58,Returning,Business
14517,Female,39,Returning,Business
14518,Male,25,Returning,Business
14519,Male,42,Returning,Business
14520,Male,27,First-time,Business
14521,Female,55,Returning,Business
14522,Male,52,Returning,Business
14523,Male,34,Returning,Business
14524,Female,69,Returning,Business
14525,Male,33,First-time,Business
14526,Male,30,Returning,Business
14527,Female,45,Returning,Business
14528,Male,66,Returning,Business
14529,Female,43,Returning,Business
14530,Male,24,First-time,Business
14531,Male,60,Returning,Business
14532,Female,35,Returning,Business
14533,Male,45,Returning,Business
14534,Female,78,Returning,Business
14535,Female,36,Returning,Business
14536,Male,69,Returning,Business
14537,Female,37,First-time,Business
14538,Female,61,Returning,Business
14539,Male,21,Returning,Business
14540,Male,55,Returning,Business
14541,Male,38,Returning,Business
14542,Female,18,Returning,Business
14543,Male,41,Returning,Business
14544,Male,17,First-time,Business
14545,Male,28,Returning,Personal
14546,Female,29,Returning,Personal
14547,Male,43,Returning,Personal
14548,Female,56,Returning,Personal
14549,Female,35,Returning,Personal
14550,Female,12,Returning,Personal
14551,Male,10,Returning,Personal
14552,Male,56,Returning,Personal
14553,Male,21,Returning,Personal
14554,Male,70,Returning,Personal
14555,Male,45,Returning,Personal
14556,Male,52,Returning,Personal
14557,Female,35,Returning,Business
14558,Male,19,Returning,Business
14559,Male,53,Returning,Personal
14560,Male,31,Returning,Personal
14561,Male,39,Returning,Business
14562,Female,15,First-time,Business
14563,Male,11,First-time,Business
14564,Female,48,Returning,Business
14565,Male,29,Returning,Personal
14566,Male,50,Returning,Business
